,,,,,,,,,,Misc,,,,Games,,Passing,,,,,,Rushing,,,Receiving,,,,,,
177,2014,1,18,Calvin Pryor,DB,22,NYJ,2014,2017,0,0,3,14,46,38,,,,,,,,,,,,,2,0.5,Louisville,College Stats
178,2014,1,19,Ja'Wuan James,T,22,MIA,2014,2019,0,0,4,30,65,65,,,,,,,,,,,,,,,Tennessee,College Stats
179,2014,1,20,Brandin Cooks,WR,20,NOR,2014,2019,0,0,6,51,88,76,,,,,,,46,281,2,402,5730,34,,,Oregon St.,College Stats
180,2014,1,21,Ha Ha Clinton-Dix,DB,21,GNB,2014,2019,0,1,6,34,96,90,,,,,,,,,,,,,16,5.5,Alabama,College Stats
181,2014,1,22,Johnny Manziel,QB,21,CLE,2014,2015,0,0,0,5,14,8,2/6/2000,147,258,1675,7,7,46,259,1,,,,,,Texas A&M,College Stats
182,2014,1,23,Dee Ford,LB,23,KAN,2014,2019,0,1,2,23,78,43,,,,,,,,,,,,,,37,Auburn,College Stats
183,2014,1,24,Darqueze Dennard,DB,22,CIN,2014,2019,0,0,0,12,77,24,,,,,,,,,,,,,3,3,Michigan St.,College Stats
184,2014,1,25,Jason Verrett,DB,23,SDG,2014,2019,0,1,1,12,26,22,,,,,,,,,,,,,5,,TCU,College Stats
185,2014,1,26,Marcus Smith,LB,22,PHI,2014,2018,0,0,0,4,53,0,,,,,,,,,,,,,,6.5,Louisville,College Stats
186,2014,1,27,Deone Bucannon,DB,22,ARI,2014,2019,0,0,4,36,84,57,,,,,,,,,,,,,2,7,Washington St.,College Stats
187,2014,1,28,Kelvin Benjamin,WR,23,CAR,2014,2018,0,0,4,22,61,52,,,,,,,,,,209,3021,20,,,Florida St.,College Stats
188,2014,1,29,Dominique Easley,DT,22,NWE,2014,2018,0,0,0,7,41,6,,,,,,,,,,,,,1,6.5,Florida,College Stats
189,2014,1,30,Jimmie Ward,DB,23,SFO,2014,2019,0,0,3,15,64,44,,,,,,,,,,,,,2,3,Northern Illinois,College Stats
190,2014,1,31,Bradley Roby,DB,22,DEN,2014,2019,0,0,2,19,89,39,,,,,,,,,,,,,9,4,Ohio St.,College Stats
191,2014,1,32,Teddy Bridgewater,QB,21,MIN,2014,2019,0,1,2,27,44,34,22-12-0,698,1070,7652,38,25,133,434,4,,,,,,Louisville,College Stats
192,2013,1,1,Eric Fisher,T,22,KAN,2013,2019,0,1,6,52,102,98,,,,,,,,,,0,-5,0,,,Central Michigan,
193,2013,1,2,Luke Joeckel,T,21,JAX,2013,2017,0,0,3,20,50,50,,,,,,,,,,,,,,,Texas A&M,College Stats
194,2013,1,3,Dion Jordan,DE,23,MIA,2013,2019,0,0,0,8,50,4,,,,,,,,,,,,,,10.5,Oregon,College Stats
195,2013,1,4,Lane Johnson,T,23,PHI,2013,2019,1,3,6,53,92,92,,,,,,,,,,,,,,,Oklahoma,College Stats
196,2013,1,5,Ezekiel Ansah,DE,24,DET,2013,2019,0,1,5,39,91,74,,,,,,,,,,,,,,50.5,BYU,College Stats
197,2013,1,6,Barkevious Mingo,LB,22,CLE,2013,2019,0,0,2,23,110,37,,,,,,,,,,,,,1,10,LSU,College Stats
198,2013,1,7,Jonathan Cooper,G,23,ARI,2014,2018,0,0,2,14,46,31,,,,,,,,,,,,,,,North Carolina,College Stats
199,2013,1,8,Tavon Austin,WR,23,STL,2013,2019,0,0,4,25,96,50,,0,1,0,0,0,196,1340,10,215,2006,15,,,West Virginia,College Stats
200,2013,1,9,Dee Milliner,DB,21,NYJ,2013,2015,0,0,1,6,21,14,,,,,,,,,,,,,3,,Alabama,College Stats
201,2013,1,10,Chance Warmack,G,21,TEN,2013,2018,0,0,3,22,68,51,,,,,,,,,,,,,,,Alabama,College Stats
202,2013,1,11,D.J. Fluker,T,22,SDG,2013,2019,0,0,6,41,92,88,,,,,,,,,,,,,,,Alabama,College Stats
203,2013,1,12,D.J. Hayden,DB,23,OAK,2013,2019,0,0,2,14,86,40,,,,,,,,,,,,,4,4.5,Houston,College Stats
204,2013,1,13,Sheldon Richardson,DT,22,NYJ,2013,2019,0,1,7,55,105,102,,,,,,,4,4,2,,,,1,26.5,Missouri,College Stats
205,2013,1,14,Star Lotulelei,DT,23,CAR,2013,2019,0,0,7,43,108,107,,,,,,,,,,,,,1,13.5,Utah,College Stats
206,2013,1,15,Kenny Vaccaro,DB,22,NOR,2013,2019,0,0,6,31,97,96,,,,,,,,,,,,,10,10.5,Texas,College Stats
207,2013,1,16,EJ Manuel,QB,23,BUF,2013,2017,0,0,1,10,30,18,6/12/2000,343,590,3767,20,16,96,339,4,,,,,,Florida St.,College Stats
208,2013,1,17,Jarvis Jones,LB,23,PIT,2013,2016,0,0,1,17,50,35,,,,,,,,,,,,,2,6,Georgia,College Stats
209,2013,1,18,Eric Reid,DB,21,SFO,2013,2019,0,1,7,32,99,98,,,,,,,,,,,,,11,6,LSU,College Stats
210,2013,1,19,Justin Pugh,T,23,NYG,2013,2019,0,0,7,36,86,86,,,,,,,,,,,,,,,Syracuse,College Stats
211,2013,1,20,Kyle Long,G,24,CHI,2013,2019,0,3,6,41,77,76,,,,,,,,,,1,-1,0,,,Oregon,
212,2013,1,21,Tyler Eifert,TE,22,CIN,2013,2019,0,1,2,17,59,37,,,,,,,,,,185,2152,24,,,Notre Dame,College Stats
213,2013,1,22,Desmond Trufant,DB,22,ATL,2013,2019,0,1,7,34,97,97,,,,,,,,,,,,,13,5,Washington,College Stats
214,2013,1,23,Sharrif Floyd,DT,21,MIN,2013,2016,0,0,2,13,44,24,,,,,,,,,,,,,,9.5,Florida,College Stats
215,2013,1,24,Bjoern Werner,DE,23,IND,2013,2015,0,0,1,10,38,16,,,,,,,,,,,,,,6.5,Florida St.,College Stats
216,2013,1,25,Xavier Rhodes,DB,23,MIN,2013,2019,1,3,6,41,104,97,,,,,,,,,,,,,10,,Florida St.,College Stats
217,2013,1,26,Datone Jones,DE,23,GNB,2013,2018,0,0,0,10,67,9,,,,,,,,,,,,,1,10,UCLA,College Stats
218,2013,1,27,DeAndre Hopkins,WR,21,HOU,2013,2019,3,4,7,59,110,110,,1,3,6,1,1,3,11,0,632,8602,54,,,Clemson,College Stats
219,2013,1,28,Sylvester Williams,DT,24,DEN,2013,2019,0,0,4,29,94,63,,,,,,,,,,,,,,5.5,North Carolina,College Stats
220,2013,1,29,Cordarrelle Patterson,WR,22,MIN,2013,2019,3,3,2,26,111,33,,,,,,,103,785,7,195,1955,10,,,Tennessee,College Stats
221,2013,1,30,Alec Ogletree,LB,21,STL,2013,2019,0,0,6,51,93,93,,,,,,,,,,,,,12,7.5,Georgia,College Stats
222,2013,1,31,Travis Frederick,C,22,DAL,2013,2019,1,5,6,53,96,96,,,,,,,,,,,,,,,Wisconsin,College Stats
223,2013,1,32,Matt Elam,DB,22,BAL,2013,2016,0,0,2,13,41,26,,,,,,,,,,,,,1,0.5,Florida,College Stats
224,2012,1,1,Andrew Luck,QB,22,IND,2012,2018,0,4,5,71,86,86,53-33-0,2000,3290,23671,171,83,332,1590,14,1,4,0,,,Stanford,College Stats
225,2012,1,2,Robert Griffin III,QB,22,WAS,2012,2019,0,1,3,36,52,41,16-25-0,791,1254,9229,43,28,295,1740,10,,,,,,Baylor,College Stats
226,2012,1,3,Trent Richardson,RB,22,CLE,2012,2014,0,0,3,17,46,37,,,,,,,614,2032,17,113,912,2,,,Alabama,College Stats
227,2012,1,4,Matt Kalil,T,23,MIN,2012,2017,0,1,5,42,82,82,,,,,,,,,,,,,,,USC,College Stats
228,2012,1,5,Justin Blackmon,WR,22,JAX,2012,2014,0,0,1,9,20,18,,,,,,,3,22,0,93,1280,6,,,Oklahoma St.,College Stats
229,2012,1,6,Morris Claiborne,DB,22,DAL,2012,2019,0,0,5,25,85,74,,,,,,,,,,,,,7,,LSU,College Stats
230,2012,1,7,Mark Barron,DB,22,TAM,2012,2019,0,0,7,34,119,102,,,,,,,,,,,,,9,12,Alabama,College Stats
231,2012,1,8,Ryan Tannehill,QB,24,MIA,2012,2019,0,1,7,63,100,98,49-49-0,2030,3197,23176,145,81,291,1395,10,3,8,1,,,Texas A&M,College Stats
232,2012,1,9,Luke Kuechly,LB,21,CAR,2012,2019,5,7,8,91,118,118,,,,,,,,,,,,,18,12.5,Boston Col.,College Stats
233,2012,1,10,Stephon Gilmore,DB,21,BUF,2012,2019,2,3,8,60,113,111,,,,,,,,,,,,,24,1,South Carolina,College Stats
234,2012,1,11,Dontari Poe,DT,22,KAN,2012,2019,0,2,8,54,121,118,,1,1,2,1,0,2,2,2,,,,,20.5,Memphis,College Stats
235,2012,1,12,Fletcher Cox,DT,21,PHI,2012,2019,1,5,8,76,125,119,,,,,,,,,,,,,,48,Mississippi St.,College Stats
236,2012,1,13,Michael Floyd,WR,22,ARI,2012,2018,0,0,3,28,102,51,,,,,,,1,2,0,266,3959,25,,,Notre Dame,College Stats
237,2012,1,14,Michael Brockers,DT,21,STL,2012,2019,0,0,8,48,123,121,,,,,,,,,,,,,,23,LSU,College Stats
238,2012,1,15,Bruce Irvin,DE,24,SEA,2012,2019,0,0,5,40,119,90,,,,,,,,,,,,,3,52,West Virginia,College Stats
239,2012,1,16,Quinton Coples,DE,22,NYJ,2012,2015,0,0,2,17,62,32,,,,,,,,,,,,,,16.5,North Carolina,College Stats
240,2012,1,17,Dre Kirkpatrick,DB,22,CIN,2012,2019,0,0,4,27,99,67,,,,,,,,,,,,,10,3,Alabama,College Stats
241,2012,1,18,Melvin Ingram,DE,23,SDG,2012,2019,0,3,5,51,106,89,,,,,,,1,0,0,,,,2,49,South Carolina,College Stats
242,2012,1,19,Shea McClellin,DE,23,CHI,2012,2016,0,0,3,17,66,35,,,,,,,,,,,,,,8.5,Boise St.,College Stats
243,2012,1,20,Kendall Wright,WR,22,TEN,2012,2017,0,0,3,28,82,45,,,,,,,11,90,0,339,3858,19,,,Baylor,College Stats
244,2012,1,21,Chandler Jones,DE,22,NWE,2012,2019,2,3,8,65,119,116,,,,,,,,,,,,,1,96,Syracuse,College Stats
245,2012,1,22,Brandon Weeden,QB,28,CLE,2012,2018,0,0,1,14,35,25,6/19/2000,559,965,6462,31,30,62,200,1,0,-9,0,,,Oklahoma St.,College Stats
246,2012,1,23,Riley Reiff,T,23,DET,2012,2019,0,0,7,55,120,112,,,,,,,,,,,,,,,Iowa,College Stats
247,2012,1,24,David DeCastro,G,22,PIT,2012,2019,2,5,7,61,112,111,,,,,,,,,,,,,,,Stanford,College Stats
248,2012,1,25,Dont'a Hightower,LB,22,NWE,2012,2019,0,2,7,60,102,99,,,,,,,,,,,,,1,25.5,Alabama,College Stats
249,2012,1,26,Whitney Mercilus,DE,22,HOU,2012,2019,0,0,7,45,115,88,,,,,,,,,,,,,2,50,Illinois,College Stats
250,2012,1,27,Kevin Zeitler,G,22,CIN,2012,2019,0,0,8,44,119,118,,,,,,,,,,1,-4,0,,,Wisconsin,College Stats
251,2012,1,28,Nick Perry,DE,22,GNB,2012,2018,0,0,3,22,81,48,,,,,,,,,,,,,1,32,USC,College Stats
252,2012,1,29,Harrison Smith,DB,23,MIN,2012,2019,1,5,7,56,114,113,,,,,,,,,,,,,23,13,Notre Dame,College Stats
253,2012,1,30,A.J. Jenkins,WR,22,SFO,2012,2014,0,0,0,2,28,3,,,,,,,4,4,0,17,223,0,,,Illinois,College Stats
254,2012,1,31,Doug Martin,RB,23,TAM,2012,2018,1,2,7,39,84,74,,,,,,,1322,5356,30,148,1207,2,,,Boise St.,College Stats
255,2012,1,32,David Wilson,RB,21,NYG,2012,2014,0,0,0,5,21,6,,,,,,,115,504,5,6,42,1,,,Virginia Tech,College Stats
256,2011,1,1,Cam Newton,QB,22,CAR,2011,2019,1,3,8,104,125,124,68-55-1,2371,3980,29041,182,108,934,4806,58,1,33,0,,,Auburn,College Stats
257,2011,1,2,Von Miller,LB,22,DEN,2011,2019,3,8,9,98,135,135,,,,,,,,,,,,,2,106,Texas A&M,College Stats
258,2011,1,3,Marcell Dareus,DT,21,BUF,2011,2019,1,2,7,56,121,107,,,,,,,,,,,,,,37.5,Alabama,College Stats
259,2011,1,4,A.J. Green,WR,23,CIN,2011,2018,0,7,8,68,111,111,,,,,,,11,93,0,602,8907,63,,,Georgia,College Stats
260,2011,1,5,Patrick Peterson,DB,21,ARI,2011,2019,3,8,9,85,138,138,,1,1,17,0,0,7,34,0,10,64,0,25,4,LSU,College Stats
261,2011,1,6,Julio Jones,WR,22,ATL,2011,2019,2,7,8,94,126,125,,,,,,,19,118,0,797,12125,57,,,Alabama,College Stats
262,2011,1,7,Aldon Smith,DE,21,SFO,2011,2015,1,1,3,27,59,37,,,,,,,,,,,,,1,47.5,Missouri,College Stats
263,2011,1,8,Jake Locker,QB,23,TEN,2011,2014,0,0,1,15,30,23,9/14/2000,408,709,4967,27,22,95,644,5,,,,,,Washington,College Stats
264,2011,1,9,Tyron Smith,T,20,DAL,2011,2019,2,7,9,84,131,131,,,,,,,,,,,,,,,USC,College Stats
265,2011,1,10,Blaine Gabbert,QB,21,JAX,2011,2018,0,0,2,16,56,48,13-35-0,842,1498,9063,48,47,177,631,3,1,-16,0,,,Missouri,College Stats
266,2011,1,11,J.J. Watt,DE,22,HOU,2011,2019,5,5,8,98,112,112,,,,,,,,,,3,4,3,1,96,Wisconsin,College Stats
267,2011,1,12,Christian Ponder,QB,23,MIN,2011,2014,0,0,3,22,38,36,14-21-1,632,1057,6658,38,36,126,639,7,1,-15,0,,,Florida St.,College Stats
268,2011,1,13,Nick Fairley,DT,23,DET,2011,2016,0,0,4,24,77,46,,,,,,,,,,,,,,20.5,Auburn,College Stats
269,2011,1,14,Robert Quinn,DE,21,STL,2011,2019,1,2,7,57,125,106,,,,,,,,,,,,,,80.5,North Carolina,College Stats
270,2011,1,15,Mike Pouncey,G,22,MIA,2011,2019,0,4,7,47,114,114,,,,,,,,,,,,,,,Florida,College Stats
271,2011,1,16,Ryan Kerrigan,DE,23,WAS,2011,2019,0,4,9,61,140,140,,,,,,,,,,,,,3,90,Purdue,College Stats
272,2011,1,17,Nate Solder,T,23,NWE,2011,2019,0,0,8,69,130,127,,,,,,,,,,,,,,,Colorado,College Stats
273,2011,1,18,Corey Liuget,DT,21,SDG,2011,2019,0,0,7,43,118,103,,,,,,,,,,,,,,25,Illinois,College Stats
274,2011,1,19,Prince Amukamara,DB,22,NYG,2011,2019,0,0,8,34,113,99,,,,,,,,,,,,,10,,Nebraska,College Stats
275,2011,1,20,Adrian Clayborn,DE,23,TAM,2011,2019,0,0,2,25,110,51,,,,,,,,,,,,,,36.5,Iowa,College Stats
276,2011,1,21,Phil Taylor,DT,23,CLE,2011,2014,0,0,2,19,44,42,,,,,,,,,,,,,,7,Baylor,College Stats
277,2011,1,22,Anthony Castonzo,T,23,IND,2011,2019,0,0,9,62,132,132,,,,,,,,,,1,1,1,,,Boston Col.,College Stats
278,2011,1,23,Danny Watkins,G,26,PHI,2011,2013,0,0,1,8,24,18,,,,,,,,,,,,,,,Baylor,College Stats
279,2011,1,24,Cameron Jordan,DE,22,NOR,2011,2019,1,5,9,77,144,143,,,,,,,,,,,,,2,87,California,College Stats
280,2011,1,25,James Carpenter,T,22,SEA,2011,2019,0,0,9,39,114,108,,,,,,,,,,,,,,,Alabama,College Stats
281,2011,1,26,Jonathan Baldwin,WR,22,KAN,2011,2013,0,0,1,4,33,11,,,,,,,,,,44,607,2,,,Pittsburgh,College Stats
282,2011,1,27,Jimmy Smith,DB,23,BAL,2011,2019,0,0,5,31,107,83,,,,,,,,,,,,,14,2,Colorado,College Stats
283,2011,1,28,Mark Ingram,RB,21,NOR,2011,2019,0,3,4,60,121,78,,,,,,,1523,7025,60,254,1845,10,,,Alabama,College Stats
284,2011,1,29,Gabe Carimi,T,23,CHI,2011,2014,0,0,1,12,48,26,,,,,,,,,,,,,,,Wisconsin,College Stats
285,2011,1,30,Muhammad Wilkerson,DT,21,NYJ,2011,2018,0,1,7,63,108,104,,,,,,,,,,,,,2,44.5,Temple,College Stats
286,2011,1,31,Cameron Heyward,DE,22,PIT,2011,2019,2,3,7,65,134,99,,,,,,,,,,,,,,54,Ohio St.,College Stats
287,2011,1,32,Derek Sherrod,T,22,GNB,2011,2014,0,0,0,3,20,1,,,,,,,,,,,,,,,Mississippi St.,College Stats
288,2010,1,1,Sam Bradford,QB,22,STL,2010,2018,0,0,5,44,83,83,34-48-1,1855,2967,19449,103,61,146,340,2,1,5,0,,,Oklahoma,College Stats
289,2010,1,2,Ndamukong Suh,DT,23,DET,2010,2019,3,5,10,87,158,158,,,,,,,,,,,,,1,58.5,Nebraska,College Stats
290,2010,1,3,Gerald McCoy,DT,22,TAM,2010,2019,1,6,10,68,139,139,,,,,,,,,,,,,,59.5,Oklahoma,College Stats
291,2010,1,4,Trent Williams,T,22,WAS,2010,2018,0,7,9,67,120,119,,,,,,,,,,,,,,,Oklahoma,College Stats
292,2010,1,5,Eric Berry,DB,21,KAN,2010,2018,3,5,5,47,89,87,,,,,,,,,,,,,14,5.5,Tennessee,College Stats
293,2010,1,6,Russell Okung,T,22,SEA,2010,2019,0,2,8,61,124,124,,,,,,,,,,,,,,,Oklahoma St.,College Stats
294,2010,1,7,Joe Haden,DB,21,CLE,2010,2019,0,3,8,55,132,123,,,,,,,,,,,,,27,3,Florida,College Stats
295,2010,1,8,Rolando McClain,LB,21,OAK,2010,2015,0,0,5,26,65,61,,,,,,,,,,,,,4,9.5,Alabama,College Stats
296,2010,1,9,C.J. Spiller,RB,23,BUF,2010,2017,0,1,3,34,90,38,,,,,,,712,3451,12,198,1484,9,,,Clemson,College Stats
297,2010,1,10,Tyson Alualu,DT,23,JAX,2010,2019,0,0,6,44,157,99,,,,,,,1,0,0,2,19,0,,22.5,California,College Stats
298,2010,1,11,Anthony Davis,T,20,SFO,2010,2016,0,0,4,36,72,71,,,,,,,,,,,,,,,Rutgers,College Stats
299,2010,1,12,Ryan Mathews,RB,22,SDG,2010,2016,0,1,5,43,86,66,,,,,,,1184,5261,37,179,1371,3,,,Fresno St.,College Stats
300,2010,1,13,Brandon Graham,DE,22,PHI,2010,2019,0,0,5,47,143,86,,,,,,,,,,,,,,51,Michigan,College Stats
301,2010,1,14,Earl Thomas,DB,21,SEA,2010,2019,3,7,9,77,140,140,,,,,,,,,,,,,30,2,Texas,College Stats
302,2010,1,15,Jason Pierre-Paul,DE,21,NYG,2010,2019,1,2,8,62,137,109,,,,,,,,,,,,,2,79.5,South Florida,College Stats
303,2010,1,16,Derrick Morgan,DE,21,TEN,2010,2018,0,0,8,40,118,106,,,,,,,,,,,,,,44.5,Georgia Tech,College Stats
304,2010,1,17,Mike Iupati,G,23,SFO,2010,2019,1,4,9,60,130,129,,,,,,,,,,1,10,0,,,Idaho,College Stats
305,2010,1,18,Maurkice Pouncey,C,21,PIT,2010,2019,2,8,8,71,121,121,,,,,,,,,,1,0,0,,,Florida,College Stats
306,2010,1,19,Sean Weatherspoon,LB,22,ATL,2010,2017,0,0,2,22,67,44,,,,,,,,,,,,,2,8,Missouri,College Stats
307,2010,1,20,Kareem Jackson,DB,22,HOU,2010,2019,0,0,9,44,145,137,,,,,,,,,,,,,18,2,Alabama,College Stats
308,2010,1,21,Jermaine Gresham,TE,22,CIN,2010,2018,0,2,9,28,132,118,,,,,,,,,,377,3752,29,,,Oklahoma,College Stats
309,2010,1,22,Demaryius Thomas,WR,22,DEN,2010,2019,0,4,8,69,143,128,,0,1,0,0,0,3,6,0,724,9763,63,,,Georgia Tech,College Stats
310,2010,1,23,Bryan Bulaga,T,21,GNB,2010,2019,0,0,8,59,115,111,,,,,,,,,,,,,,,Iowa,
311,2010,1,24,Dez Bryant,WR,21,DAL,2010,2017,1,3,7,61,113,99,,1,1,10,1,0,6,-3,0,531,7459,73,,,Oklahoma St.,College Stats
312,2010,1,25,Tim Tebow,QB,23,DEN,2010,2012,0,0,1,12,35,16,8/6/2000,173,361,2422,17,9,197,989,12,,,,,,Florida,College Stats
313,2010,1,26,Dan Williams,DT,23,ARI,2010,2016,0,0,6,31,102,66,,,,,,,,,,,,,1,3.5,Tennessee,College Stats
314,2010,1,27,Devin McCourty,DB,23,NWE,2010,2019,0,2,10,61,155,155,,,,,,,,,,,,,26,3,Rutgers,College Stats
315,2010,1,28,Jared Odrick,DE,22,MIA,2010,2016,0,0,3,29,87,63,,,,,,,,,,,,,1,23,Penn St.,College Stats
316,2010,1,29,Kyle Wilson,DB,23,NYJ,2010,2015,0,0,2,15,95,32,,,,,,,,,,,,,4,1,Boise St.,College Stats
317,2010,1,30,Jahvid Best,RB,21,DET,2010,2012,0,0,2,13,22,15,,0,1,0,0,0,255,945,6,85,774,3,,,California,College Stats
318,2010,1,31,Jerry Hughes,DE,22,IND,2010,2019,0,0,6,51,152,103,,,,,,,,,,,,,,51.5,TCU,College Stats
319,2010,1,32,Patrick Robinson,DB,23,NOR,2010,2019,0,0,1,27,111,58,,,,,,,,,,,,,14,2,Florida St.,College Stats
320,2009,1,1,Matthew Stafford,QB,21,DET,2009,2019,0,1,10,95,149,149,69-79-1,3559,5696,41025,256,134,316,1086,14,2,-3,0,,,Georgia,College Stats
321,2009,1,2,Jason Smith,T,23,STL,2009,2012,0,0,2,12,45,26,,,,,,,,,,,,,,,Baylor,College Stats
322,2009,1,3,Tyson Jackson,DE,23,KAN,2009,2016,0,0,7,35,122,90,,,,,,,,,,,,,,9,LSU,College Stats
323,2009,1,4,Aaron Curry,LB,23,SEA,2009,2012,0,0,3,16,48,39,,,,,,,,,,,,,,5.5,Wake Forest,College Stats
324,2009,1,5,Mark Sanchez,QB,22,NYJ,2009,2018,0,0,4,34,79,73,37-36-0,1314,2320,15357,86,89,170,457,13,,,,,,USC,College Stats
325,2009,1,6,Andre Smith,T,22,CIN,2009,2019,0,0,8,43,116,98,,,,,,,,,,,,,,,Alabama,College Stats
326,2009,1,7,Darrius Heyward-Bey,WR,22,OAK,2009,2018,0,0,5,22,144,71,,,,,,,15,194,2,202,2897,16,,,Maryland,College Stats
327,2009,1,8,Eugene Monroe,T,22,JAX,2009,2015,0,0,6,39,93,90,,,,,,,,,,,,,,,Virginia,College Stats
328,2009,1,9,B.J. Raji,DT,23,GNB,2009,2015,0,1,5,34,91,78,,,,,,,1,1,1,,,,,11,Boston Col.,College Stats
329,2009,1,10,Michael Crabtree,WR,21,SFO,2009,2019,0,0,10,53,143,139,,,,,,,3,18,0,637,7499,54,,,Texas Tech,College Stats
330,2009,1,11,Aaron Maybin,DE,21,BUF,2009,2012,0,0,0,5,48,1,,,,,,,,,,,,,,6,Penn St.,College Stats
331,2009,1,12,Knowshon Moreno,RB,22,DEN,2009,2014,0,0,3,33,63,45,,,,,,,876,3616,27,158,1409,9,,,Georgia,College Stats
332,2009,1,13,Brian Orakpo,LB,23,WAS,2009,2018,0,4,8,56,132,132,,,,,,,,,,,,,1,66,Texas,College Stats
333,2009,1,14,Malcolm Jenkins,DB,21,NOR,2009,2019,0,3,10,61,167,159,,,,,,,,,,,,,17,10,Ohio St.,College Stats
334,2009,1,15,Brian Cushing,LB,22,HOU,2009,2017,0,1,7,52,104,104,,,,,,,,,,,,,8,13.5,USC,College Stats
335,2009,1,16,Larry English,LB,23,SDG,2009,2014,0,0,1,7,64,10,,,,,,,,,,,,,,12,Northern Illinois,College Stats
336,2009,1,17,Josh Freeman,QB,21,TAM,2009,2015,0,0,4,38,62,61,25-36-0,1179,2048,13873,81,68,205,946,4,0,-3,0,,,Kansas St.,College Stats
337,2009,1,18,Robert Ayers,DE,24,DEN,2009,2017,0,0,5,27,120,59,,,,,,,,,,,,,,34.5,Tennessee,College Stats
338,2009,1,19,Jeremy Maclin,WR,21,PHI,2009,2017,0,0,8,51,114,112,,0,1,0,0,0,10,43,0,514,6835,49,,,Missouri,College Stats
339,2009,1,20,Brandon Pettigrew,TE,24,DET,2009,2015,0,0,7,22,93,85,,,,,,,,,,301,2965,17,,,Oklahoma St.,College Stats
340,2009,1,21,Alex Mack,C,23,CLE,2009,2019,0,6,10,72,165,165,,,,,,,,,,,,,,,California,College Stats
341,2009,1,22,Percy Harvin,WR,21,MIN,2009,2016,0,1,4,43,75,61,,,,,,,146,927,5,353,4026,22,,,Florida,College Stats
342,2009,1,23,Michael Oher,T,23,BAL,2009,2016,0,0,7,49,110,110,,,,,,,,,,1,-8,0,,,Mississippi,College Stats
343,2009,1,24,Peria Jerry,DT,25,ATL,2009,2013,0,0,2,14,64,29,,,,,,,,,,,,,,5.5,Mississippi,College Stats
344,2009,1,25,Vontae Davis,DB,21,MIA,2009,2018,0,2,8,43,121,113,,,,,,,,,,,,,22,2,Illinois,College Stats
345,2009,1,26,Clay Matthews,LB,23,GNB,2009,2019,1,6,10,82,156,150,,,,,,,,,,,,,6,91.5,USC,College Stats
346,2009,1,27,Donald Brown,RB,22,IND,2009,2015,0,0,1,25,89,25,,,,,,,695,2829,18,120,1066,2,,,Connecticut,College Stats
347,2009,1,28,Eric Wood,C,23,BUF,2009,2017,0,1,9,44,120,120,,,,,,,,,,,,,,,Louisville,College Stats
348,2009,1,29,Hakeem Nicks,WR,21,NYG,2009,2015,0,0,4,40,92,67,,,,,,,2,8,0,356,5081,31,,,North Carolina,College Stats
349,2009,1,30,Kenny Britt,WR,20,TEN,2009,2017,0,0,5,35,116,76,,,,,,,2,14,0,329,5137,32,,,Rutgers,College Stats
350,2009,1,31,Beanie Wells,RB,21,ARI,2009,2012,0,0,2,14,51,23,,,,,,,625,2471,24,28,293,0,,,Ohio St.,College Stats
351,2009,1,32,Evander Hood,DE,22,PIT,2009,2018,0,0,5,39,141,73,,,,,,,,,,,,,,14,Missouri,College Stats
